Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-149.3073323686495,nan,0
100,-100.0,-149.3073323686495,9775.298,99
200,-100.0,-149.3073323686495,4237.7324,199
300,-100.0,-149.3073323686495,1897.4565,299
400,-100.0,-149.3073323686495,2075.338,399
500,-100.0,-509.01415740890553,2513.128,499
600,-100.0,-509.01415740890553,4042.1963,599
700,-100.0,-509.01415740890553,3192.1794,699
800,-100.0,-509.01415740890553,4632.321,799
900,-100.0,-509.01415740890553,12539.648,899
1000,-100.0,-975.3364402880321,11767.673,999
1100,-100.0,-975.3364402880321,86691.83,1099
1200,-100.0,-975.3364402880321,75599.37,1199
1300,-100.0,-975.3364402880321,41367.336,1299
1400,-100.0,-975.3364402880321,20640.053,1399
1500,-100.0,-653.7606420760553,14232.192,1499
1600,-100.0,-653.7606420760553,6018.2524,1599
1700,-100.0,-653.7606420760553,4492.3335,1699
1800,-100.0,-653.7606420760553,3662.1091,1799
1900,-100.0,-653.7606420760553,3223.2932,1899
2000,-100.0,-598.0202166355908,3151.758,1999
2100,-100.0,-598.0202166355908,21766.945,2099
2200,-100.0,-598.0202166355908,5930.5483,2199
2300,-100.0,-598.0202166355908,4476.655,2299
2400,-100.0,-598.0202166355908,18776.238,2399
2500,-100.0,-140.7968325914638,16675.402,2499
2600,-100.0,-140.7968325914638,5475.378,2599
2700,-100.0,-140.7968325914638,3604.4468,2699
2800,-100.0,-140.7968325914638,3665.2268,2799
2900,-100.0,-140.7968325914638,3341.1497,2899
3000,-100.0,-635.5626977300919,3957.6934,2999
3100,-100.0,-635.5626977300919,6029.2886,3099
3200,-100.0,-635.5626977300919,5737.0576,3199
3300,-100.0,-635.5626977300919,5287.1143,3295
3400,-100.0,-635.5626977300919,6074.458,3395
3500,-100.0,-670.2966727352231,13367.11,3495
3600,-100.0,-670.2966727352231,5319.926,3595
3700,-100.0,-670.2966727352231,6525.054,3695
3800,-100.0,-670.2966727352231,7198.4907,3795
3900,-100.0,-670.2966727352231,6847.065,3895
4000,-100.0,-761.7829735526396,9221.294,3995
