Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-324.83861054668716,nan,0
100,-117.05249442302059,-324.83861054668716,nan,2
200,-129.67623798372603,-324.83861054668716,151.59084,3
300,-147.84910503792884,-324.83861054668716,116.9103,4
400,-147.84910503792884,-324.83861054668716,127.99195,4
500,-145.23728864517753,-375.867721497172,114.44145,5
600,-135.64798552843183,-375.867721497172,122.35268,7
700,-129.9886338337864,-375.867721497172,104.33155,8
800,-128.1798926299378,-375.867721497172,119.619026,9
900,-155.88184254289072,-375.867721497172,98.72046,10
1000,-153.20063319850246,-193.80355112019828,136.3058,11
1100,-139.74597994207403,-193.80355112019828,124.287575,13
1200,-138.02301078961236,-193.80355112019828,139.03363,14
1300,-146.6623439572172,-193.80355112019828,136.94264,15
1400,-157.82122416121823,-193.80355112019828,110.38838,16
1500,-157.48738842879166,-164.9367997403575,107.4918,17
1600,-154.858295927294,-164.9367997403575,118.03347,19
1700,-160.75551169883315,-164.9367997403575,126.336494,20
1800,-160.25002394615592,-164.9367997403575,136.63655,21
1900,-176.5197490312355,-164.9367997403575,127.5595,22
2000,-177.64404648263948,-104.04540151920946,131.49254,24
2100,-175.22710765095994,-104.04540151920946,147.22685,26
2200,-185.73787894866456,-104.04540151920946,132.62509,27
2300,-193.31803908045006,-104.04540151920946,92.026146,28
2400,-208.67924286963475,-104.04540151920946,158.6631,29
2500,-208.48711282085037,-98.9007166627777,133.30376,30
2600,-210.44307692734765,-98.9007166627777,147.07008,32
2700,-216.00427497647283,-98.9007166627777,155.47612,33
2800,-213.51324434486384,-98.9007166627777,108.949776,34
2900,-215.03995505240442,-98.9007166627777,150.23796,35
3000,-215.03995505240442,-30.52334718364336,134.58717,35
3100,-214.6451163602892,-30.52334718364336,129.44627,37
3200,-228.8323941658911,-30.52334718364336,124.76702,38
3300,-232.11671745105537,-30.52334718364336,138.61438,39
3400,-225.50850887684584,-30.52334718364336,122.251366,40
3500,-229.59155641060175,-109.37178618343187,127.7272,41
3600,-209.52919748424432,-109.37178618343187,117.06713,43
3700,-210.57903152002314,-109.37178618343187,122.28705,44
3800,-210.57903152002314,-109.37178618343187,118.673195,44
3900,-209.35641518856073,-109.37178618343187,140.96419,46
4000,-208.69200305694608,-174.4562144894992,135.90318,47
