Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-128.94397523724652,nan,0
100,-100.0,-128.94397523724652,6610.147,99
200,-100.0,-128.94397523724652,201.65883,199
300,-100.0,-128.94397523724652,54.76174,299
400,-100.0,-128.94397523724652,26.884754,399
500,-100.0,-630.9588280503805,15.183642,499
600,-100.0,-630.9588280503805,15.191334,599
700,-100.0,-630.9588280503805,9.54343,699
800,-100.0,-630.9588280503805,9.45107,799
900,-100.0,-630.9588280503805,7.1239467,899
1000,-100.0,-579.8884588408621,5.904528,999
1100,-100.0,-579.8884588408621,640.30664,1099
1200,-100.0,-579.8884588408621,87.26281,1199
1300,-100.0,-579.8884588408621,40.87322,1299
1400,-100.0,-579.8884588408621,25.971846,1399
1500,-100.0,-718.0546474427541,18.216467,1499
1600,-100.0,-718.0546474427541,17.012518,1599
1700,-100.0,-718.0546474427541,10.54068,1699
1800,-100.0,-718.0546474427541,11.746189,1799
1900,-100.0,-718.0546474427541,18.570068,1899
2000,-100.0,-572.7146628639028,90.09491,1999
2100,-100.0,-572.7146628639028,10309.379,2099
2200,-100.0,-572.7146628639028,176.71884,2199
2300,-100.0,-572.7146628639028,85.90793,2299
2400,-100.0,-572.7146628639028,124.372826,2399
2500,-100.0,-552.0836799688215,279.3255,2499
2600,-100.0,-552.0836799688215,11859.9,2599
2700,-100.0,-552.0836799688215,10203.727,2699
2800,-100.0,-552.0836799688215,7669.4995,2799
2900,-100.0,-552.0836799688215,17940.92,2899
3000,-100.0,-225.17416317674792,8762.43,2999
3100,-100.0,-225.17416317674792,92414.12,3099
3200,-100.0,-225.17416317674792,40559.78,3199
3300,-100.0,-225.17416317674792,23316.586,3299
3400,-100.0,-225.17416317674792,24354.865,3399
3500,-100.0,-499.87449406377607,17905.293,3499
3600,-100.0,-499.87449406377607,10765.69,3599
3700,-100.0,-499.87449406377607,14001.156,3699
3800,-100.0,-499.87449406377607,14034.608,3799
3900,-100.0,-499.87449406377607,17790.867,3899
4000,-100.0,-134.0458491597705,15983.26,3999
4100,-100.0,-134.0458491597705,8663.292,4099
4200,-100.0,-134.0458491597705,541.4701,4199
4300,-100.0,-134.0458491597705,236.61922,4299
4400,-100.0,-134.0458491597705,192.59361,4399
4500,-100.0,-209.23690625099962,129.22208,4499
4600,-100.0,-209.23690625099962,87.47422,4599
4700,-100.0,-209.23690625099962,94.819916,4699
4800,-100.0,-209.23690625099962,35.286346,4799
4900,-100.0,-209.23690625099962,57.758144,4899
5000,-100.0,-178.4786748280719,109.43432,4999
5100,-100.0,-178.4786748280719,1296.817,5099
5200,-100.0,-178.4786748280719,315.8353,5199
5300,-100.0,-178.4786748280719,174.4684,5299
5400,-100.0,-178.4786748280719,85.22122,5399
5500,-100.0,-376.4625539092653,50.36331,5499
5600,-100.0,-376.4625539092653,3287.6597,5599
5700,-100.0,-376.4625539092653,7934.678,5699
5800,-100.0,-376.4625539092653,6845.77,5799
5900,-100.0,-376.4625539092653,5702.022,5899
6000,-100.0,-559.1687295256886,121.385574,5999
6100,-100.0,-559.1687295256886,514.06506,6099
6200,-100.0,-559.1687295256886,3.7154942,6199
6300,-100.0,-559.1687295256886,1.5474062,6299
6400,-100.0,-559.1687295256886,0.92669547,6399
6500,-100.0,-488.9390903983334,0.89781404,6499
6600,-100.0,-488.9390903983334,7.351856,6599
6700,-80.0,-488.9390903983334,141.2612,6699
6800,-90.0,-488.9390903983334,382.69974,6799
6900,-90.0,-488.9390903983334,641.80914,6899
7000,-90.0,-421.26249885288064,724.8102,6999
7100,-100.0,-421.26249885288064,766.8632,7099
7200,-100.0,-421.26249885288064,55.06894,7199
7300,-100.0,-421.26249885288064,33.14295,7299
7400,-100.0,-421.26249885288064,20.622238,7399
7500,-100.0,-501.6965932812244,28.191233,7499
7600,-100.0,-501.6965932812244,27.680859,7599
7700,-100.0,-501.6965932812244,12.6813,7699
