Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-594.3191163815084,nan,0
100,-118.42794695555982,-594.3191163815084,nan,2
200,-118.42794695555982,-594.3191163815084,148.4489,2
300,-178.13148851189803,-594.3191163815084,92.38912,3
400,-158.136195031498,-594.3191163815084,103.32276,4
500,-192.4287560279098,-633.0587570549388,132.42612,5
600,-182.4740745112202,-633.0587570549388,138.36404,6
700,-187.72200639051098,-633.0587570549388,165.04863,7
800,-181.40144227476856,-633.0587570549388,135.25662,8
900,-197.87440437221102,-633.0587570549388,126.650604,10
1000,-191.72053267364717,-609.2493783148805,138.6831,11
1100,-179.45722550202416,-609.2493783148805,138.19218,13
1200,-176.90079106296963,-609.2493783148805,156.71559,14
1300,-179.4473259243112,-609.2493783148805,126.53046,15
1400,-178.81522100628519,-609.2493783148805,144.7135,16
1500,-172.16953675338732,-497.49319929116774,127.77644,17
1600,-167.1604910507461,-497.49319929116774,124.050644,19
1700,-174.34437062499052,-497.49319929116774,117.62037,20
1800,-178.87177873994534,-497.49319929116774,178.52032,22
1900,-175.88177254125588,-497.49319929116774,145.0036,23
2000,-176.1315038836785,-601.1178472731569,136.95203,24
2100,-164.8121401908023,-601.1178472731569,161.91017,25
2200,-162.63698799348114,-601.1178472731569,150.38824,27
2300,-162.7550576802891,-601.1178472731569,144.15819,28
2400,-161.10216497381953,-601.1178472731569,135.67496,29
2500,-165.51641880836422,-552.6121034842721,124.28496,30
2600,-164.81279730543474,-552.6121034842721,183.92104,32
2700,-167.91618988640045,-552.6121034842721,142.80476,33
2800,-169.47816126836307,-552.6121034842721,135.08087,34
2900,-177.60256956368676,-552.6121034842721,162.40825,35
3000,-181.83642209402473,-665.7136260149975,149.33513,36
3100,-193.59265357753753,-665.7136260149975,113.718445,38
3200,-202.8056436598605,-665.7136260149975,143.17334,39
3300,-202.8056436598605,-665.7136260149975,157.04773,39
3400,-195.28274796764367,-665.7136260149975,141.50432,40
3500,-197.89805167471934,-534.1441371832464,113.02812,41
3600,-186.4519249788105,-534.1441371832464,137.67317,43
3700,-191.2359752806934,-534.1441371832464,153.04796,44
3800,-200.85363014517833,-534.1441371832464,150.98999,45
3900,-195.1771387779582,-534.1441371832464,140.66736,46
4000,-200.06554032191582,-424.2339152278504,130.09865,47
4100,-199.1507479724727,-424.2339152278504,148.34248,48
4200,-186.02235565993243,-424.2339152278504,135.52242,49
4300,-181.1292174588435,-424.2339152278504,121.55178,50
4400,-195.70834592539407,-424.2339152278504,145.50992,51
4500,-194.11540234547542,-593.1268372331635,143.67433,52
4600,-189.83274230934998,-593.1268372331635,136.72348,53
4700,-203.38225439698468,-593.1268372331635,132.17128,54
4800,-180.82303100747595,-593.1268372331635,159.35756,56
4900,-183.9045463099963,-593.1268372331635,130.0102,57
5000,-183.9045463099963,-418.39121837099185,122.01817,57
5100,-178.36445378160073,-418.39121837099185,120.181946,58
5200,-176.8894408639689,-418.39121837099185,131.44981,59
5300,-175.52714640833068,-418.39121837099185,135.19498,60
5400,-183.0547950628256,-418.39121837099185,143.42197,61
5500,-198.1424377361729,-574.0607389869122,113.56296,62
5600,-190.01936816266735,-574.0607389869122,121.51832,64
5700,-190.01936816266735,-574.0607389869122,120.881615,64
5800,-185.2101214723381,-574.0607389869122,125.52895,65
5900,-183.8119928962303,-574.0607389869122,132.29909,66
6000,-183.12062090523952,-441.2633386779342,123.00002,67
6100,-191.3816753952148,-441.2633386779342,162.12927,69
6200,-201.96697447693987,-441.2633386779342,117.41102,70
6300,-185.83534474045896,-441.2633386779342,145.1143,71
6400,-194.32473133615764,-441.2633386779342,139.72287,72
6500,-192.03650792050263,-410.52532979844074,123.72817,73
6600,-177.57534155094993,-410.52532979844074,137.1068,74
6700,-189.29574534561692,-410.52532979844074,121.751045,75
6800,-194.86664682561045,-410.52532979844074,114.42961,77
6900,-194.86664682561045,-410.52532979844074,131.15439,77
7000,-195.9529993318622,-285.51155262787825,112.09681,78
