Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-408.7215772716754,nan,0
100,-100.0,-408.7215772716754,9743.903,99
200,-100.0,-408.7215772716754,6918.98,199
300,-100.0,-408.7215772716754,1830.3555,299
400,-100.0,-408.7215772716754,1333.6483,399
500,-100.0,-917.4469943091669,1059.4944,499
600,-100.0,-917.4469943091669,1217.958,599
700,-100.0,-917.4469943091669,1212.8226,699
800,-100.0,-917.4469943091669,1448.0391,799
900,-100.0,-917.4469943091669,1771.2411,899
1000,-100.0,-526.1595245832963,2044.2332,999
1100,-100.0,-526.1595245832963,82456.67,1099
1200,-100.0,-526.1595245832963,56264.176,1199
1300,-90.0,-526.1595245832963,24037.693,1299
1400,-90.0,-526.1595245832963,104888.69,1399
1500,-90.0,-566.5235076420407,21308.955,1499
1600,-100.0,-566.5235076420407,48161.07,1599
1700,-100.0,-566.5235076420407,11345.855,1699
1800,-100.0,-566.5235076420407,11101.468,1799
1900,-100.0,-566.5235076420407,19311.139,1899
2000,-100.0,-723.4460779893873,44030.656,1999
2100,-100.0,-723.4460779893873,120084.0,2099
2200,-100.0,-723.4460779893873,84455.55,2199
2300,-100.0,-723.4460779893873,57159.695,2299
2400,-100.0,-723.4460779893873,29912.393,2399
2500,-100.0,-1026.0411050826447,70632.53,2499
2600,-100.0,-1026.0411050826447,105254.0,2599
2700,-100.0,-1026.0411050826447,102663.39,2699
2800,-100.0,-1026.0411050826447,45756.46,2799
2900,-100.0,-1026.0411050826447,26394.078,2899
3000,-100.0,-703.2298180714965,28625.238,2999
3100,-100.0,-703.2298180714965,45442.88,3099
3200,-100.0,-703.2298180714965,50268.484,3199
3300,-100.0,-703.2298180714965,47700.14,3299
3400,-100.0,-703.2298180714965,22909.738,3399
3500,-100.0,-364.7172799977677,32526.777,3499
3600,-100.0,-364.7172799977677,23429.12,3599
3700,-100.0,-364.7172799977677,99059.53,3699
3800,-100.0,-364.7172799977677,82144.02,3799
3900,-100.0,-364.7172799977677,153860.77,3899
4000,-100.0,-533.2037830578042,39972.074,3999
4100,-100.0,-533.2037830578042,48833.906,4099
4200,-90.0,-533.2037830578042,48738.164,4199
4300,-100.0,-533.2037830578042,39800.824,4299
4400,-100.0,-533.2037830578042,35342.387,4399
4500,-40.0,-384.7287986588859,20654.934,4499
4600,-100.0,-384.7287986588859,19372.312,4599
4700,-100.0,-384.7287986588859,27955.867,4699
4800,-100.0,-384.7287986588859,17667.037,4799
4900,-100.0,-384.7287986588859,37960.88,4899
5000,-100.0,-306.35697976139784,22838.195,4999
5100,-100.0,-306.35697976139784,19074.16,5099
5200,-100.0,-306.35697976139784,3202.702,5199
5300,-100.0,-306.35697976139784,2979.1978,5299
5400,-100.0,-306.35697976139784,23348.408,5399
5500,-100.0,-170.455696172247,14799.532,5499
5600,-100.0,-170.455696172247,2332.3074,5599
5700,-100.0,-170.455696172247,7551.1846,5699
5800,-100.0,-170.455696172247,3369.5984,5799
5900,-100.0,-170.455696172247,7626.9277,5899
6000,-100.0,-462.1999508455735,16126.53,5999
6100,-100.0,-462.1999508455735,6235.6904,6099
6200,-100.0,-462.1999508455735,3334.86,6199
6300,-100.0,-462.1999508455735,2119.495,6299
6400,-100.0,-462.1999508455735,2373.7615,6399
6500,-100.0,-269.26082369586527,5624.6265,6499
6600,-100.0,-269.26082369586527,8504.333,6599
6700,-90.0,-269.26082369586527,7779.648,6699
6800,-100.0,-269.26082369586527,6566.415,6799
6900,-100.0,-269.26082369586527,2216.8008,6899
7000,-100.0,-139.78885084890538,3904.853,6999
7100,-100.0,-139.78885084890538,7241.406,7099
7200,-100.0,-139.78885084890538,3168.8103,7199
7300,-100.0,-139.78885084890538,3051.8047,7299
7400,-100.0,-139.78885084890538,1530.8503,7399
7500,-100.0,-92.1153305107905,2803.4465,7499
7600,-100.0,-92.1153305107905,3811.368,7599
7700,-100.0,-92.1153305107905,2411.32,7699
7800,-100.0,-92.1153305107905,1670.3198,7799
7900,-100.0,-92.1153305107905,3237.606,7899
8000,-100.0,-80.59825164210683,2859.811,7999
8100,-100.0,-80.59825164210683,1828.6392,8099
8200,-100.0,-80.59825164210683,1337.1959,8199
8300,-100.0,-80.59825164210683,1114.748,8299
8400,-100.0,-80.59825164210683,1322.1173,8399
8500,-100.0,-133.1679813649606,1329.9822,8499
8600,-100.0,-133.1679813649606,1481.2681,8599
8700,-100.0,-133.1679813649606,1332.522,8699
8800,-100.0,-133.1679813649606,1147.7245,8799
8900,-100.0,-133.1679813649606,1152.0981,8899
9000,-100.0,-110.93738132883398,1554.417,8999
9100,-100.0,-110.93738132883398,1377.1433,9099
9200,-100.0,-110.93738132883398,1108.435,9199
9300,-100.0,-110.93738132883398,1092.1561,9299
9400,-100.0,-110.93738132883398,1048.6509,9399
9500,-100.0,-109.6506033177213,1214.1416,9499
9600,-100.0,-109.6506033177213,1063.3073,9599
9700,-100.0,-109.6506033177213,1097.7827,9699
9800,-100.0,-109.6506033177213,904.6957,9799
9900,-100.0,-109.6506033177213,1214.4907,9899
10000,-100.0,-493.76189871310146,1046.9722,9999
10100,-100.0,-493.76189871310146,1449.4845,10099
10200,-100.0,-493.76189871310146,2609.3655,10199
10300,-100.0,-493.76189871310146,2479.7295,10299
10400,-100.0,-493.76189871310146,2314.2188,10399
10500,-100.0,-605.8464032849386,1903.1378,10499
10600,-100.0,-605.8464032849386,11075.742,10599
10700,-100.0,-605.8464032849386,12709.995,10699
10800,-100.0,-605.8464032849386,5789.486,10799
10900,-100.0,-605.8464032849386,6370.449,10899
11000,-100.0,-115.17965684862497,5809.2876,10999
11100,-100.0,-115.17965684862497,6369.35,11099
11200,-100.0,-115.17965684862497,3886.7043,11199
11300,-100.0,-115.17965684862497,5072.043,11299
11400,-100.0,-115.17965684862497,3736.576,11399
11500,-100.0,-458.3881470454386,3151.05,11499
11600,-100.0,-458.3881470454386,2044.0088,11599
11700,-100.0,-458.3881470454386,1987.2646,11699
11800,-100.0,-458.3881470454386,3986.6418,11799
11900,-100.0,-458.3881470454386,2125.1592,11899
12000,-100.0,-119.64021907762853,2129.8726,11999
12100,-100.0,-119.64021907762853,155946.8,12099
12200,-100.0,-119.64021907762853,498959.28,12199
12300,-100.0,-119.64021907762853,123979.23,12299
12400,-100.0,-119.64021907762853,187337.05,12399
12500,-100.0,-152.54282919596517,61030.6,12499
12600,-100.0,-152.54282919596517,252543.1,12599
12700,-100.0,-152.54282919596517,87504.09,12699
12800,-100.0,-152.54282919596517,38501.4,12799
12900,-100.0,-152.54282919596517,147011.88,12899
13000,-100.0,-668.2455265703896,67532.58,12999
13100,-100.0,-668.2455265703896,175693.66,13099
13200,-100.0,-668.2455265703896,156753.23,13199
13300,-100.0,-668.2455265703896,91852.9,13299
13400,-100.0,-668.2455265703896,179549.77,13399
13500,-100.0,-359.2234225440303,89946.64,13499
13600,-100.0,-359.2234225440303,9193.157,13599
13700,-100.0,-359.2234225440303,90878.85,13699
13800,-100.0,-359.2234225440303,54074.63,13799
13900,-100.0,-359.2234225440303,15139.378,13899
