Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-858.1553172308865,nan,0
100,-100.0,-858.1553172308865,9737.177,99
200,-100.0,-858.1553172308865,6693.685,199
300,-100.0,-858.1553172308865,430.35306,299
400,-100.0,-858.1553172308865,176.71649,399
500,-100.0,-545.757289717139,157.2961,499
600,-100.0,-545.757289717139,1459.5669,599
700,-100.0,-545.757289717139,712.18884,699
800,-100.0,-545.757289717139,100.53714,799
900,-100.0,-545.757289717139,44.741943,899
1000,-100.0,-639.7622004085285,127.809395,999
1100,-100.0,-639.7622004085285,1013.3092,1099
1200,-100.0,-639.7622004085285,46.922073,1199
1300,-100.0,-639.7622004085285,23.305532,1299
1400,-100.0,-639.7622004085285,23.689688,1399
1500,-100.0,-643.9546726541871,166.21979,1499
1600,-100.0,-643.9546726541871,838.2528,1599
1700,-100.0,-643.9546726541871,198.26129,1699
1800,-100.0,-643.9546726541871,252.0108,1799
1900,-100.0,-643.9546726541871,250.75311,1899
2000,-100.0,-69.60119821014538,228.23074,1999
2100,-60.0,-69.60119821014538,3752.8716,2099
2200,-100.0,-69.60119821014538,3870.0493,2199
2300,-100.0,-69.60119821014538,7931.023,2299
2400,-100.0,-69.60119821014538,4201.3633,2399
2500,-100.0,-181.27035941844164,3317.5852,2499
2600,-100.0,-181.27035941844164,6419.578,2599
2700,-100.0,-181.27035941844164,4651.8477,2699
2800,-100.0,-181.27035941844164,3626.6497,2799
2900,-100.0,-181.27035941844164,2784.528,2899
3000,-100.0,-725.7446366923602,1920.5895,2999
3100,-100.0,-725.7446366923602,3590.412,3099
3200,-100.0,-725.7446366923602,2401.8232,3199
3300,-100.0,-725.7446366923602,2248.7407,3299
3400,-100.0,-725.7446366923602,3043.6418,3399
3500,-100.0,-749.3530458476355,1551.1128,3499
3600,-100.0,-749.3530458476355,2286.751,3599
3700,-100.0,-749.3530458476355,2926.7373,3699
3800,-100.0,-749.3530458476355,1335.1864,3799
3900,-100.0,-749.3530458476355,1372.335,3899
4000,-100.0,-1010.6394140984187,2042.2466,3999
4100,-100.0,-1010.6394140984187,3214.3389,4099
4200,-100.0,-1010.6394140984187,2573.9814,4199
4300,-100.0,-1010.6394140984187,2958.454,4299
4400,-100.0,-1010.6394140984187,1336.3413,4399
4500,-100.0,-627.2853250886931,698.33325,4499
4600,-100.0,-627.2853250886931,2733.569,4599
4700,-100.0,-627.2853250886931,1946.2086,4699
4800,-100.0,-627.2853250886931,1379.3936,4799
4900,-100.0,-627.2853250886931,1420.8422,4899
5000,-100.0,-112.76704313475302,970.5078,4999
5100,-100.0,-112.76704313475302,1582.826,5099
5200,-100.0,-112.76704313475302,947.67615,5199
5300,-100.0,-112.76704313475302,2025.7834,5299
5400,-100.0,-112.76704313475302,1375.4943,5399
5500,-100.0,-277.0621375479482,1201.7672,5499
5600,-100.0,-277.0621375479482,1861.9296,5599
5700,-100.0,-277.0621375479482,2306.3801,5699
5800,-100.0,-277.0621375479482,1468.9286,5799
5900,-100.0,-277.0621375479482,1307.4667,5899
6000,-100.0,-896.6290576972799,1146.6825,5999
6100,-100.0,-896.6290576972799,2578.2615,6099
6200,-100.0,-896.6290576972799,1035.025,6199
6300,-100.0,-896.6290576972799,2901.056,6299
6400,-100.0,-896.6290576972799,1944.0046,6399
6500,-100.0,-158.40144981176218,968.4852,6499
6600,-100.0,-158.40144981176218,1808.8885,6599
6700,-100.0,-158.40144981176218,767.0032,6699
6800,-100.0,-158.40144981176218,773.1809,6799
6900,-100.0,-158.40144981176218,1595.5652,6899
7000,-100.0,-517.4945841681008,1561.2372,6999
7100,-100.0,-517.4945841681008,1441.9911,7099
7200,-100.0,-517.4945841681008,1087.2928,7199
7300,-100.0,-517.4945841681008,2010.7773,7299
7400,-100.0,-517.4945841681008,1175.9087,7399
7500,-100.0,-105.39881695176973,1156.2365,7499
7600,-100.0,-105.39881695176973,1693.5361,7599
7700,-100.0,-105.39881695176973,946.4115,7699
7800,-100.0,-105.39881695176973,791.8158,7799
7900,-100.0,-105.39881695176973,719.54297,7899
8000,-30.0,-114.98622644788433,1063.5779,7999
8100,-100.0,-114.98622644788433,1460.4695,8099
8200,-90.0,-114.98622644788433,1639.8817,8199
8300,-90.0,-114.98622644788433,819.77734,8299
8400,-100.0,-114.98622644788433,677.6319,8399
8500,-100.0,-144.86976748119113,985.9125,8499
8600,-100.0,-144.86976748119113,1509.4111,8599
8700,-100.0,-144.86976748119113,1139.0529,8699
8800,-100.0,-144.86976748119113,934.142,8799
8900,-100.0,-144.86976748119113,1164.2789,8899
9000,-100.0,-270.87915042165616,1392.4357,8999
9100,-100.0,-270.87915042165616,1493.3864,9099
9200,-100.0,-270.87915042165616,991.3145,9199
9300,80.0,-270.87915042165616,934.7939,9299
9400,-10.0,-270.87915042165616,1371.3353,9399
9500,-80.0,-134.56170400821802,1266.4176,9499
9600,-70.0,-134.56170400821802,1873.582,9599
9700,-70.0,-134.56170400821802,1102.8617,9699
9800,-100.0,-134.56170400821802,1369.9153,9799
