Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-575.3477062991745,nan,0
100,-100.0,-575.3477062991745,95.19999,99
200,-100.0,-575.3477062991745,-192.47627,199
300,-100.0,-575.3477062991745,-6272.038,299
400,-100.0,-575.3477062991745,-28037.732,399
500,-100.0,-121.17753913471924,-161678.81,499
600,-100.0,-121.17753913471924,-398117.53,599
700,-100.0,-121.17753913471924,-199945.31,699
800,-100.0,-121.17753913471924,-476282.1,799
900,-100.0,-121.17753913471924,-820309.94,899
1000,-100.0,-130.9119179572493,-415056.38,999
1100,-100.0,-130.9119179572493,-1025762.4,1099
1200,-100.0,-130.9119179572493,-1612660.8,1199
1300,-100.0,-130.9119179572493,-692045.5,1299
1400,-100.0,-130.9119179572493,-1385423.5,1399
1500,-100.0,-870.5526944189726,-2096300.1,1499
1600,-100.0,-870.5526944189726,-898954.5,1599
1700,-100.0,-870.5526944189726,-1690166.1,1699
1800,-100.0,-870.5526944189726,-2542112.8,1799
1900,-100.0,-870.5526944189726,-1371421.0,1899
2000,-100.0,-609.692197769304,-2987939.0,1999
2100,-100.0,-609.692197769304,-4842297.5,2099
2200,-100.0,-609.692197769304,-2310662.5,2199
2300,-100.0,-609.692197769304,-4072228.2,2299
2400,-100.0,-609.692197769304,-5668711.0,2399
2500,-100.0,-1173.0184394210632,-2779995.8,2499
2600,-100.0,-1173.0184394210632,-4820375.5,2599
2700,-100.0,-1173.0184394210632,-6495508.5,2699
2800,-100.0,-1173.0184394210632,-3235570.0,2799
2900,-100.0,-1173.0184394210632,-5414856.5,2899
3000,-100.0,-131.42500723247653,-7260155.0,2999
3100,-100.0,-131.42500723247653,-3600023.8,3099
3200,-100.0,-131.42500723247653,-5438646.0,3199
3300,-100.0,-131.42500723247653,-7504705.5,3299
3400,-100.0,-131.42500723247653,-4153514.5,3399
3500,-100.0,-504.54710858841537,-6048251.0,3499
3600,-100.0,-504.54710858841537,-8448655.0,3599
3700,-100.0,-504.54710858841537,-4717860.0,3699
3800,-100.0,-504.54710858841537,-6630976.5,3799
3900,-100.0,-504.54710858841537,-8738467.0,3899
4000,-90.0,-513.185735275311,-5135475.0,3999
4100,-100.0,-513.185735275311,-7287254.0,4099
4200,-100.0,-513.185735275311,-9848925.0,4199
4300,-100.0,-513.185735275311,-5931326.0,4299
4400,-100.0,-513.185735275311,-8497752.0,4399
4500,-100.0,-643.2428544229699,-10227368.0,4499
4600,-100.0,-643.2428544229699,-6272258.5,4599
4700,-100.0,-643.2428544229699,-8677960.0,4699
4800,-100.0,-643.2428544229699,-10672040.0,4799
4900,-100.0,-643.2428544229699,-6662715.5,4899
5000,-90.0,-501.0787158714276,-9331466.0,4999
5100,-100.0,-501.0787158714276,-11802426.0,5099
5200,-100.0,-501.0787158714276,-7362267.0,5199
5300,-100.0,-501.0787158714276,-9609048.0,5299
5400,-100.0,-501.0787158714276,-12074148.0,5399
5500,-100.0,-687.8533878491768,-8220148.5,5499
5600,-100.0,-687.8533878491768,-10920476.0,5599
5700,-100.0,-687.8533878491768,-13927466.0,5699
5800,-100.0,-687.8533878491768,-9056251.0,5799
5900,-100.0,-687.8533878491768,-11351071.0,5899
6000,-100.0,-554.0600415081637,-14064096.0,5999
6100,-100.0,-554.0600415081637,-9313679.0,6099
6200,-100.0,-554.0600415081637,-12194708.0,6199
6300,-100.0,-554.0600415081637,-14767118.0,6299
6400,-90.0,-554.0600415081637,-10930900.0,6399
6500,-100.0,-760.4206181250016,-13070762.0,6499
6600,-100.0,-760.4206181250016,-15945281.0,6599
6700,-100.0,-760.4206181250016,-10851320.0,6699
6800,-100.0,-760.4206181250016,-13425288.0,6799
6900,-100.0,-760.4206181250016,-15889061.0,6899
7000,-100.0,-592.7930567461261,-11901234.0,6999
7100,-100.0,-592.7930567461261,-13831229.0,7099
7200,-100.0,-592.7930567461261,-16558523.0,7199
7300,-90.0,-592.7930567461261,-11551235.0,7299
7400,-100.0,-592.7930567461261,-15194089.0,7399
7500,-90.0,-766.9297494940249,-18222992.0,7499
7600,-100.0,-766.9297494940249,-12885574.0,7599
7700,-100.0,-766.9297494940249,-16004010.0,7699
7800,-100.0,-766.9297494940249,-18865828.0,7799
7900,-100.0,-766.9297494940249,-13319131.0,7899
8000,-100.0,-392.3229860333902,-15763784.0,7999
8100,-100.0,-392.3229860333902,-19470116.0,8099
8200,-100.0,-392.3229860333902,-12760617.0,8199
8300,-100.0,-392.3229860333902,-17157684.0,8299
8400,-100.0,-392.3229860333902,-17994024.0,8399
8500,-100.0,-472.44631806188397,-14910851.0,8499
8600,-100.0,-472.44631806188397,-17850626.0,8599
8700,-100.0,-472.44631806188397,-22213432.0,8699
8800,-100.0,-472.44631806188397,-15295340.0,8799
8900,-100.0,-472.44631806188397,-19403646.0,8899
9000,-90.0,-586.9204934835932,-22294520.0,8999
9100,-100.0,-586.9204934835932,-16298427.0,9099
9200,-90.0,-586.9204934835932,-19665936.0,9199
9300,-100.0,-586.9204934835932,-23209592.0,9299
9400,-100.0,-586.9204934835932,-17634056.0,9399
9500,-100.0,-625.86544730658,-20298236.0,9499
9600,-100.0,-625.86544730658,-21916646.0,9599
9700,-100.0,-625.86544730658,-17557852.0,9699
9800,-100.0,-625.86544730658,-22429954.0,9799
9900,-100.0,-625.86544730658,-25297766.0,9899
10000,-100.0,-549.2345248604486,-20462336.0,9999
