Iteration,Train reward,Eval reward,TD loss,Episode
0,nan,-655.8826308635369,nan,0
100,-100.0,-655.8826308635369,9259.332,99
200,-100.0,-655.8826308635369,1731.1407,199
300,-100.0,-655.8826308635369,68.264275,299
400,-100.0,-655.8826308635369,45.246933,399
500,-100.0,-625.1726203242911,30.5369,499
600,-100.0,-625.1726203242911,51.922897,599
700,-100.0,-625.1726203242911,15.328701,699
800,-100.0,-625.1726203242911,8.688092,799
900,-100.0,-625.1726203242911,16.531696,899
1000,-100.0,-399.1427259137632,6.1740704,999
1100,-100.0,-399.1427259137632,559.2796,1099
1200,-100.0,-399.1427259137632,31.456854,1199
1300,-90.0,-399.1427259137632,399.39246,1299
1400,-90.0,-399.1427259137632,991.943,1399
1500,-90.0,-249.09970735274524,1160.8784,1499
1600,-100.0,-249.09970735274524,1077.2739,1599
1700,-100.0,-249.09970735274524,830.57666,1699
1800,-100.0,-249.09970735274524,894.183,1799
1900,-100.0,-249.09970735274524,683.4507,1899
2000,-100.0,-363.6253696099886,701.0435,1999
2100,-100.0,-363.6253696099886,7554.553,2099
2200,-100.0,-363.6253696099886,3879.7893,2199
2300,-100.0,-363.6253696099886,1752.693,2299
2400,-100.0,-363.6253696099886,789.8401,2399
2500,-100.0,-547.3244291961174,969.44763,2499
2600,-100.0,-547.3244291961174,872.8896,2599
2700,-100.0,-547.3244291961174,637.0799,2699
2800,-100.0,-547.3244291961174,476.02148,2799
2900,-100.0,-547.3244291961174,437.64267,2899
3000,-100.0,-112.10963497728372,452.76517,2999
3100,-100.0,-112.10963497728372,773.8289,3099
3200,-100.0,-112.10963497728372,43.20869,3199
3300,-100.0,-112.10963497728372,54.333607,3299
3400,-100.0,-112.10963497728372,52.816387,3399
3500,-100.0,-118.87232463592723,52.191795,3499
3600,-100.0,-118.87232463592723,52.65309,3599
3700,-100.0,-118.87232463592723,46.329323,3699
3800,-100.0,-118.87232463592723,41.599777,3799
3900,-100.0,-118.87232463592723,38.124107,3899
4000,-100.0,-140.8045405334121,33.904613,3999
4100,-100.0,-140.8045405334121,575.5442,4099
4200,-100.0,-140.8045405334121,57.891113,4199
4300,-100.0,-140.8045405334121,53.229668,4299
4400,-100.0,-140.8045405334121,51.620777,4399
4500,-100.0,-354.8052453260886,55.453682,4499
4600,-100.0,-354.8052453260886,67.41566,4599
4700,-100.0,-354.8052453260886,58.364952,4699
4800,-100.0,-354.8052453260886,55.829967,4799
4900,-100.0,-354.8052453260886,50.57234,4899
5000,-100.0,-118.79157896911002,53.816208,4999
5100,-100.0,-118.79157896911002,519.3992,5099
5200,-100.0,-118.79157896911002,10.322134,5199
5300,-100.0,-118.79157896911002,10.051451,5299
5400,-100.0,-118.79157896911002,10.39668,5399
5500,-100.0,-539.948746517083,12.484051,5499
5600,-100.0,-539.948746517083,75.034744,5599
5700,-100.0,-539.948746517083,63.486725,5699
5800,-100.0,-539.948746517083,118.85527,5799
5900,-100.0,-539.948746517083,124.78702,5899
6000,-100.0,-622.8347962679721,111.73975,5999
6100,-100.0,-622.8347962679721,444.5007,6099
6200,-100.0,-622.8347962679721,22.138931,6199
6300,-100.0,-622.8347962679721,32.10305,6299
6400,-100.0,-622.8347962679721,6.1030083,6399
6500,-100.0,-128.34644579302008,10.6546135,6499
6600,-100.0,-128.34644579302008,65.23531,6599
6700,-100.0,-128.34644579302008,59.94762,6699
6800,-100.0,-128.34644579302008,40.503006,6799
6900,-100.0,-128.34644579302008,36.67294,6899
7000,-100.0,-279.246113581809,33.92549,6999
7100,-100.0,-279.246113581809,462.48563,7099
7200,-100.0,-279.246113581809,5.2869115,7199
7300,-100.0,-279.246113581809,4.6128097,7299
7400,-100.0,-279.246113581809,4.1416664,7399
7500,-100.0,-686.3495375052187,4.1249847,7499
7600,-100.0,-686.3495375052187,426.81763,7599
7700,-100.0,-686.3495375052187,205.68059,7699
7800,-100.0,-686.3495375052187,140.48207,7799
7900,-100.0,-686.3495375052187,128.31816,7899
8000,-100.0,-347.50521872726466,437.6896,7999
8100,-100.0,-347.50521872726466,5599.287,8099
8200,-100.0,-347.50521872726466,2520.7874,8199
8300,-100.0,-347.50521872726466,1086.6362,8299
8400,-100.0,-347.50521872726466,582.7924,8399
8500,-100.0,-687.3913567448734,309.16907,8499
8600,-100.0,-687.3913567448734,214.3831,8599
8700,-100.0,-687.3913567448734,231.49817,8699
8800,-100.0,-687.3913567448734,68.5266,8799
8900,-100.0,-687.3913567448734,40.257347,8899
9000,-100.0,-657.7592582639174,28.064878,8999
9100,-100.0,-657.7592582639174,737.0561,9099
9200,-100.0,-657.7592582639174,335.94153,9199
9300,-100.0,-657.7592582639174,183.06786,9299
9400,-100.0,-657.7592582639174,131.31517,9399
9500,-100.0,-467.51655199898903,91.238914,9499
9600,-100.0,-467.51655199898903,3426.991,9599
9700,-100.0,-467.51655199898903,3990.732,9699
9800,-100.0,-467.51655199898903,2788.241,9799
9900,-100.0,-467.51655199898903,2326.91,9899
10000,-100.0,-141.8710641567412,1171.1635,9999
10100,-100.0,-141.8710641567412,8498.455,10099
10200,-100.0,-141.8710641567412,3865.8884,10199
10300,-100.0,-141.8710641567412,3129.4268,10299
10400,-100.0,-141.8710641567412,1146.5472,10399
10500,-100.0,-1165.409057357963,1311.9882,10499
10600,-100.0,-1165.409057357963,2166.5547,10599
10700,-100.0,-1165.409057357963,1319.4849,10699
10800,-100.0,-1165.409057357963,1210.8909,10799
10900,-100.0,-1165.409057357963,1653.91,10899
11000,-100.0,-498.73768379989616,1528.6538,10999
11100,-100.0,-498.73768379989616,25109.047,11099
11200,-100.0,-498.73768379989616,13189.071,11199
11300,-100.0,-498.73768379989616,8249.492,11299
11400,-100.0,-498.73768379989616,5500.082,11399
11500,-100.0,-734.9376771577716,3422.4363,11499
11600,-100.0,-734.9376771577716,4280.121,11599
11700,-100.0,-734.9376771577716,3911.56,11699
11800,-100.0,-734.9376771577716,3102.6228,11799
11900,-100.0,-734.9376771577716,4443.6064,11899
12000,-100.0,-154.33463582831953,1895.2377,11999
12100,-100.0,-154.33463582831953,1762.9117,12099
12200,-100.0,-154.33463582831953,716.63837,12199
12300,-100.0,-154.33463582831953,364.43652,12299
12400,-100.0,-154.33463582831953,349.77563,12399
12500,-100.0,-494.3525770863863,208.54324,12499
12600,-100.0,-494.3525770863863,193.0909,12599
12700,-100.0,-494.3525770863863,238.75906,12699
12800,-100.0,-494.3525770863863,151.72781,12799
12900,-100.0,-494.3525770863863,157.01524,12899
13000,-100.0,-1000.0555269205297,281.18726,12999
13100,-100.0,-1000.0555269205297,29571.117,13099
13200,-100.0,-1000.0555269205297,14469.855,13199
13300,-100.0,-1000.0555269205297,9172.659,13299
13400,-100.0,-1000.0555269205297,6840.4175,13399
13500,-100.0,-143.44442392712415,4561.4937,13499
13600,-100.0,-143.44442392712415,3617.739,13599
13700,-100.0,-143.44442392712415,1645.4938,13699
13800,-100.0,-143.44442392712415,984.1638,13799
13900,-100.0,-143.44442392712415,372.59262,13899
14000,-100.0,-317.19788948262953,427.29642,13999
14100,-100.0,-317.19788948262953,1907.5967,14099
14200,-100.0,-317.19788948262953,611.5825,14199
14300,-100.0,-317.19788948262953,454.47394,14299
14400,-100.0,-317.19788948262953,313.28613,14399
14500,-100.0,-1291.8683382683066,178.645,14499
14600,-100.0,-1291.8683382683066,7968.426,14599
14700,-100.0,-1291.8683382683066,4674.015,14699
14800,-100.0,-1291.8683382683066,6354.544,14799
14900,-100.0,-1291.8683382683066,3471.95,14899
15000,-100.0,-894.4422037417247,2297.1287,14999
15100,-100.0,-894.4422037417247,44941.906,15099
15200,-100.0,-894.4422037417247,80.247345,15199
15300,-100.0,-894.4422037417247,101.1959,15299
15400,-100.0,-894.4422037417247,84.3508,15399
15500,-100.0,-741.2289894672401,43.15259,15499
15600,-100.0,-741.2289894672401,7815.514,15599
15700,-100.0,-741.2289894672401,8145.537,15699
15800,-100.0,-741.2289894672401,10304.112,15799
15900,-100.0,-741.2289894672401,4966.8945,15899
16000,-100.0,-488.2529371834715,3201.3806,15999
16100,-100.0,-488.2529371834715,2181.1184,16099
16200,-100.0,-488.2529371834715,156.91461,16199
16300,-100.0,-488.2529371834715,115.57154,16299
16400,-100.0,-488.2529371834715,77.547585,16399
16500,-100.0,-466.58771774157697,44.705273,16499
16600,-100.0,-466.58771774157697,62.523285,16599
16700,-100.0,-466.58771774157697,74.12164,16699
16800,-100.0,-466.58771774157697,51.3433,16799
16900,-100.0,-466.58771774157697,66.279976,16899
17000,-100.0,-499.57995604252426,32.91956,16999
17100,-100.0,-499.57995604252426,530.5143,17099
17200,-100.0,-499.57995604252426,308.24445,17199
17300,-100.0,-499.57995604252426,218.34673,17299
17400,-100.0,-499.57995604252426,155.40785,17399
17500,-100.0,-594.4166547274224,172.32225,17499
17600,-100.0,-594.4166547274224,8838.225,17599
17700,-100.0,-594.4166547274224,8669.432,17699
17800,-100.0,-594.4166547274224,6388.6973,17799
17900,-100.0,-594.4166547274224,8440.225,17899
18000,-100.0,-660.5355294396611,3164.3513,17999
18100,-100.0,-660.5355294396611,1617.3076,18099
18200,-100.0,-660.5355294396611,262.70108,18199
18300,-100.0,-660.5355294396611,125.13301,18299
